"order_id";"shipping_days";"delivery_status";"late_delivery_risk";"customer_segment";"market";"order_city";"order_country";"order_date";"quantity";"Sales";"profit";"order_region";"shipping_date";"shipping_mode";"delivery_days";"delay_status"
1065;2;"Advance shipping";0;"Consumer";"Europe";"Rome";"Italia";"2023-07-05 00:00:00";1;199.9900055;"-28.36000061";"Southern Europe";"2023-07-07 00:00:00";"Standard Class";2;"On Time"
1066;3;"Advance shipping";0;"Consumer";"Pacific Asia";"Rangún";"Myanmar (Birmania)";"2025-12-15 00:00:00";1;215.8200073;"-442.4299927";"Southeast Asia";"2025-12-18 00:00:00";"Standard Class";3;"Delayed"
1067;5;"Late delivery";1;"Corporate";"LATAM";"São Paulo";"Brasil";"2023-05-24 00:00:00";1;199.9900055;"36.40000153";"South America";"2023-05-29 00:00:00";"Standard Class";5;"On Time"
1068;2;"Late delivery";1;"Consumer";"Europe";"Halmstad";"Suecia";"2025-08-06 00:00:00";2;79.98000336;"-3.400000095";"Northern Europe";"2025-08-08 00:00:00";"First Class";2;"Delayed"
1069;6;"Late delivery";1;"Corporate";"LATAM";"Itajaí";"Brasil";"2025-06-08 00:00:00";4;200.0;"0";"South America";"2025-06-14 00:00:00";"Standard Class";6;"Delayed"
1070;5;"Late delivery";1;"Home Office";"Europe";"Viena";"Austria";"2023-10-05 00:00:00";5;299.9500122;"89.08999634";"Western Europe";"2023-10-10 00:00:00";"Standard Class";5;"Delayed"
1071;5;"Late delivery";1;"Corporate";"Pacific Asia";"Pekín";"China";"2024-01-15 00:00:00";1;399.980011;"142.2899933";"Eastern Asia";"2024-01-20 00:00:00";"Standard Class";5;"On Time"
1072;5;"Late delivery";1;"Corporate";"LATAM";"Colón";"Panamá";"2023-01-19 00:00:00";5;299.9500122;"126.6999969";"Central America";"2023-01-24 00:00:00";"Standard Class";5;"Delayed"
1073;3;"Advance shipping";0;"Consumer";"LATAM";"Resistencia";"Argentina";"2025-03-16 00:00:00";3;179.9700012;"30.45000076";"South America";"2025-03-19 00:00:00";"Standard Class";3;"Delayed"
1074;2;"Advance shipping";0;"Home Office";"Europe";"Amiens";"Francia";"2023-06-30 00:00:00";1;199.9900055;"51.04000092";"Western Europe";"2023-07-02 00:00:00";"Standard Class";2;"On Time"
1075;2;"Late delivery";1;"Corporate";"Europe";"Estocolmo";"Suecia";"2023-10-15 00:00:00";1;39.99000168;"-4.949999809";"Northern Europe";"2023-10-17 00:00:00";"First Class";2;"Delayed"
1076;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Bacoor";"Filipinas";"2023-11-15 00:00:00";4;159.9600067;"33.04999924";"Southeast Asia";"2023-11-17 00:00:00";"Standard Class";2;"On Time"
1077;6;"Late delivery";1;"Home Office";"Europe";"Amberes";"Bélgica";"2025-11-03 00:00:00";1;252.8800049;"62.97000122";"Western Europe";"2025-11-09 00:00:00";"Standard Class";6;"On Time"
1078;2;"Advance shipping";0;"Consumer";"USCA";"Philadelphia";"Estados Unidos";"2024-05-20 00:00:00";4;199.9199982;"-24.5";"East of USA";"2024-05-22 00:00:00";"Standard Class";2;"Delayed"
1079;0;"Shipping on time";0;"Consumer";"Pacific Asia";"Depok";"Indonesia";"2024-01-27 00:00:00";1;129.9900055;"-86.73999786";"Southeast Asia";"2024-01-27 00:00:00";"Same Day";0;"On Time"
1080;2;"Shipping on time";0;"Consumer";"LATAM";"Santo Domingo";"República Dominicana";"2023-02-17 00:00:00";1;399.980011;"195.9900055";"Caribbean";"2023-02-19 00:00:00";"Second Class";2;"Delayed"
1081;6;"Late delivery";1;"Corporate";"Europe";"Cannes";"Francia";"2025-06-20 00:00:00";4;200.0;"18.20000076";"Western Europe";"2025-06-26 00:00:00";"Standard Class";6;"Delayed"
1082;3;"Advance shipping";0;"Corporate";"Europe";"Roubaix";"Francia";"2025-10-07 00:00:00";1;59.08000183;"10.65999985";"Western Europe";"2025-10-10 00:00:00";"Standard Class";3;"Delayed"
1083;2;"Late delivery";1;"Consumer";"Pacific Asia";"Medan";"Indonesia";"2024-03-14 00:00:00";3;179.9700012;"-130.6000061";"Southeast Asia";"2024-03-16 00:00:00";"First Class";2;"Delayed"
1084;2;"Shipping on time";0;"Consumer";"USCA";"San Francisco";"Estados Unidos";"2024-08-23 00:00:00";1;99.98999786;"32.77999878";"West of USA ";"2024-08-25 00:00:00";"Second Class";2;"Delayed"
1085;5;"Late delivery";1;"Consumer";"Europe";"Vínnytsia";"Ucrania";"2024-12-10 00:00:00";1;399.980011;"-98.40000153";"Eastern Europe";"2024-12-15 00:00:00";"Second Class";5;"On Time"
1086;2;"Advance shipping";0;"Corporate";"LATAM";"Mérida";"México";"2025-04-22 00:00:00";1;299.980011;"103.4499969";"Central America";"2025-04-24 00:00:00";"Standard Class";2;"On Time"
1087;3;"Late delivery";1;"Home Office";"LATAM";"Consolación del Sur";"Cuba";"2023-02-03 00:00:00";1;199.9900055;"92";"Caribbean";"2023-02-06 00:00:00";"Second Class";3;"Delayed"
1088;2;"Late delivery";1;"Corporate";"Africa";"Bulawayo";"Zimbabue";"2024-10-21 00:00:00";5;199.9499969;"55.09000015";"East Africa";"2024-10-23 00:00:00";"First Class";2;"Delayed"
1089;6;"Late delivery";1;"Corporate";"USCA";"San Diego";"Estados Unidos";"2024-05-23 00:00:00";1;129.9900055;"25.79999924";"West of USA ";"2024-05-29 00:00:00";"Standard Class";6;"Delayed"
1090;2;"Late delivery";1;"Home Office";"LATAM";"Quito";"Ecuador";"2023-03-29 00:00:00";3;299.9700012;"50.99000168";"South America";"2023-03-31 00:00:00";"First Class";2;"Delayed"
1091;4;"Late delivery";1;"Consumer";"Pacific Asia";"Pekín";"China";"2023-11-29 00:00:00";4;87.95999908;"37.43999863";"Eastern Asia";"2023-12-03 00:00:00";"Second Class";4;"On Time"
1092;5;"Late delivery";1;"Consumer";"LATAM";"Santo Domingo";"República Dominicana";"2023-02-07 00:00:00";1;129.9900055;"-85.79000092";"Caribbean";"2023-02-12 00:00:00";"Standard Class";5;"Delayed"
1093;2;"Shipping canceled";0;"Corporate";"Pacific Asia";"Kunming";"China";"2025-12-10 00:00:00";1;39.75;"10.72999954";"Eastern Asia";"2025-12-12 00:00:00";"Standard Class";2;"On Time"
1094;5;"Late delivery";1;"Home Office";"Africa";"Lagos";"Nigeria";"2024-09-19 00:00:00";4;199.9199982;"67.97000122";"West Africa";"2024-09-24 00:00:00";"Second Class";5;"On Time"
1095;6;"Late delivery";1;"Consumer";"Europe";"Pontoise";"Francia";"2023-07-08 00:00:00";3;150.0;"13.64999962";"Western Europe";"2023-07-14 00:00:00";"Standard Class";6;"On Time"
1096;6;"Late delivery";1;"Corporate";"LATAM";"Cuscatancingo";"El Salvador";"2025-03-06 00:00:00";3;119.9700012;"57.61000061";"Central America";"2025-03-12 00:00:00";"Standard Class";6;"Delayed"
1097;6;"Late delivery";1;"Consumer";"Europe";"Barcelona";"España";"2025-07-01 00:00:00";4;239.9600067;"21.60000038";"Southern Europe";"2025-07-07 00:00:00";"Second Class";6;"Delayed"
1098;4;"Shipping on time";0;"Consumer";"Africa";"Dakar";"Senegal";"2024-09-27 00:00:00";1;129.9900055;"53.5";"West Africa";"2024-10-01 00:00:00";"Standard Class";4;"On Time"
1099;5;"Late delivery";1;"Home Office";"LATAM";"Coacalco";"México";"2025-05-24 00:00:00";2;100.0;"41.36000061";"Central America";"2025-05-29 00:00:00";"Standard Class";5;"Delayed"
1100;6;"Late delivery";1;"Consumer";"Europe";"Ivry-sur-Seine";"Francia";"2023-09-20 00:00:00";1;129.9900055;"58.5";"Western Europe";"2023-09-26 00:00:00";"Standard Class";6;"On Time"
1101;2;"Late delivery";1;"Corporate";"LATAM";"Tampico";"México";"2023-02-04 00:00:00";4;159.9600067;"51.09000015";"Central America";"2023-02-06 00:00:00";"First Class";2;"Delayed"
1102;4;"Shipping on time";0;"Home Office";"USCA";"Chicago";"Estados Unidos";"2024-04-09 00:00:00";2;99.95999908;"13.5699997";"US Center ";"2024-04-13 00:00:00";"Standard Class";4;"On Time"
1103;6;"Late delivery";1;"Consumer";"LATAM";"Puebla";"México";"2023-04-13 00:00:00";3;149.9400024;"13.55000019";"Central America";"2023-04-19 00:00:00";"Standard Class";6;"On Time"
1104;2;"Late delivery";1;"Consumer";"USCA";"Cleveland";"Estados Unidos";"2024-07-23 00:00:00";2;100.0;"28.47999954";"East of USA";"2024-07-25 00:00:00";"First Class";2;"Delayed"
1105;2;"Late delivery";1;"Consumer";"USCA";"Houston";"Estados Unidos";"2024-06-27 00:00:00";1;299.980011;"118.4300003";"US Center ";"2024-06-29 00:00:00";"First Class";2;"Delayed"
1106;6;"Late delivery";1;"Home Office";"Pacific Asia";"Palmerston North";"Nueva Zelanda";"2024-03-24 00:00:00";2;63.97999954;"4.949999809";"Oceania";"2024-03-30 00:00:00";"Standard Class";6;"Delayed"
1107;5;"Late delivery";1;"Corporate";"LATAM";"Mixco";"Guatemala";"2025-05-02 00:00:00";2;199.9799957;"48.13999939";"Central America";"2025-05-07 00:00:00";"Standard Class";5;"On Time"
1108;4;"Late delivery";1;"Corporate";"LATAM";"Gonaïves";"Haití";"2023-01-29 00:00:00";2;100.0;"28.70000076";"Caribbean";"2023-02-02 00:00:00";"Second Class";4;"On Time"
1109;2;"Advance shipping";0;"Consumer";"USCA";"Glendale";"Estados Unidos";"2024-08-02 00:00:00";5;199.9499969;"23.23999977";"West of USA ";"2024-08-04 00:00:00";"Standard Class";2;"On Time"
1110;1;"Late delivery";1;"Home Office";"USCA";"New York City";"Estados Unidos";"2024-04-24 00:00:00";1;199.9900055;"46.47999954";"East of USA";"2024-04-25 00:00:00";"Same Day";1;"Delayed"
1111;5;"Late delivery";1;"Consumer";"LATAM";"La Vega";"República Dominicana";"2025-02-06 00:00:00";5;249.8999939;"68.05000305";"Caribbean";"2025-02-11 00:00:00";"Standard Class";5;"Delayed"
1112;5;"Late delivery";1;"Home Office";"USCA";"Vineland";"Estados Unidos";"2024-06-14 00:00:00";3;299.9700012;"-690.8300171";"East of USA";"2024-06-19 00:00:00";"Second Class";5;"Delayed"
1113;5;"Late delivery";1;"Corporate";"LATAM";"Colón";"Panamá";"2025-02-22 00:00:00";4;200.0;"57";"Central America";"2025-02-27 00:00:00";"Standard Class";5;"On Time"
1114;2;"Shipping canceled";0;"Home Office";"LATAM";"Zapopan";"México";"2025-03-21 00:00:00";1;399.980011;"-600.5700073";"Central America";"2025-03-23 00:00:00";"First Class";2;"On Time"
1115;4;"Shipping on time";0;"Consumer";"LATAM";"Culiacán";"México";"2025-04-06 00:00:00";3;134.9700012;"12.8199997";"Central America";"2025-04-10 00:00:00";"Standard Class";4;"On Time"
1116;4;"Shipping on time";0;"Consumer";"LATAM";"La Ceiba";"Honduras";"2023-05-23 00:00:00";1;199.9900055;"84.48000336";"Central America";"2023-05-27 00:00:00";"Standard Class";4;"On Time"
1117;3;"Late delivery";1;"Corporate";"USCA";"Lewiston";"Estados Unidos";"2024-06-09 00:00:00";5;299.9500122;"53.86000061";"East of USA";"2024-06-12 00:00:00";"Second Class";3;"Delayed"
1118;2;"Advance shipping";0;"Corporate";"LATAM";"Antofagasta";"Chile";"2023-03-08 00:00:00";3;179.9700012;"13.77999973";"South America";"2023-03-10 00:00:00";"Standard Class";2;"On Time"
1119;3;"Advance shipping";0;"Consumer";"Europe";"Praga";"República Checa";"2024-10-11 00:00:00";2;103.9800034;"31.5699997";"Eastern Europe";"2024-10-14 00:00:00";"Standard Class";3;"On Time"
1120;2;"Late delivery";1;"Corporate";"LATAM";"San Miguelito";"Panamá";"2023-05-01 00:00:00";1;50.0;"13.92000008";"Central America";"2023-05-03 00:00:00";"First Class";2;"Delayed"
1121;6;"Late delivery";1;"Consumer";"Europe";"Saint-Ouen";"Francia";"2023-06-24 00:00:00";5;49.95000076;"10.18999958";"Western Europe";"2023-06-30 00:00:00";"Standard Class";6;"Delayed"
1122;3;"Advance shipping";0;"Home Office";"USCA";"Colorado Springs";"Estados Unidos";"2024-06-10 00:00:00";1;129.9900055;"-165.7400055";"West of USA ";"2024-06-13 00:00:00";"Standard Class";3;"Delayed"
1123;3;"Advance shipping";0;"Corporate";"Europe";"Brest";"Francia";"2023-08-15 00:00:00";1;299.980011;"35.61999893";"Western Europe";"2023-08-18 00:00:00";"Standard Class";3;"On Time"
1124;4;"Late delivery";1;"Consumer";"Africa";"Kisumu";"Kenia";"2024-08-30 00:00:00";3;90.0;"25.86000061";"East Africa";"2024-09-03 00:00:00";"Second Class";4;"Delayed"
1125;5;"Late delivery";1;"Consumer";"Pacific Asia";"Gawler";"Australia";"2024-03-19 00:00:00";4;200.0;"58.79999924";"Oceania";"2024-03-24 00:00:00";"Second Class";5;"Delayed"
1126;5;"Late delivery";1;"Consumer";"Europe";"Munich";"Alemania";"2023-08-17 00:00:00";1;399.980011;"20.90999985";"Western Europe";"2023-08-22 00:00:00";"Second Class";5;"On Time"
1127;6;"Late delivery";1;"Corporate";"LATAM";"Santo Domingo";"República Dominicana";"2025-03-09 00:00:00";1;129.9900055;"30.5699997";"Caribbean";"2025-03-15 00:00:00";"Standard Class";6;"Delayed"
1128;2;"Advance shipping";0;"Corporate";"Europe";"Wolverhampton";"Reino Unido";"2023-08-16 00:00:00";1;199.9900055;"61.50999832";"Northern Europe";"2023-08-18 00:00:00";"Standard Class";2;"On Time"
1129;4;"Shipping on time";0;"Consumer";"Pacific Asia";"Christchurch";"Nueva Zelanda";"2024-03-18 00:00:00";1;399.980011;"166.5899963";"Oceania";"2024-03-22 00:00:00";"Standard Class";4;"On Time"
1130;3;"Advance shipping";0;"Consumer";"LATAM";"Las Tunas";"Cuba";"2025-03-09 00:00:00";1;9.989999771;"-0.409999996";"Caribbean";"2025-03-12 00:00:00";"Standard Class";3;"On Time"
1131;3;"Shipping canceled";0;"Home Office";"Europe";"Lannion";"Francia";"2025-10-18 00:00:00";1;357.1000061;"127.0299988";"Western Europe";"2025-10-21 00:00:00";"Second Class";3;"On Time"
1132;6;"Late delivery";1;"Corporate";"LATAM";"Milpa Alta";"México";"2023-05-15 00:00:00";5;250.0;"113.75";"Central America";"2023-05-21 00:00:00";"Standard Class";6;"Delayed"
1133;2;"Late delivery";1;"Home Office";"LATAM";"Tegucigalpa";"Honduras";"2025-02-22 00:00:00";5;159.9499969;"46.0699997";"Central America";"2025-02-24 00:00:00";"First Class";2;"Delayed"
1134;5;"Shipping canceled";0;"Corporate";"Europe";"Bruselas";"Bélgica";"2023-09-18 00:00:00";1;199.9900055;"63";"Western Europe";"2023-09-23 00:00:00";"Standard Class";5;"On Time"
1135;2;"Advance shipping";0;"Corporate";"LATAM";"Obregón";"México";"2025-02-16 00:00:00";1;299.980011;"135.3500061";"Central America";"2025-02-18 00:00:00";"Standard Class";2;"Delayed"
1136;6;"Late delivery";1;"Corporate";"Pacific Asia";"Jerusalén";"Israel";"2024-12-11 00:00:00";4;239.9600067;"-79.66999817";"West Asia";"2024-12-17 00:00:00";"Standard Class";6;"On Time"
1137;5;"Late delivery";1;"Consumer";"Pacific Asia";"Mumbai";"India";"2024-02-05 00:00:00";2;99.95999908;"25.07999992";"South Asia";"2024-02-10 00:00:00";"Second Class";5;"Delayed"
1138;6;"Late delivery";1;"Consumer";"Africa";"Lagos";"Nigeria";"2024-09-21 00:00:00";2;119.9800034;"-79.66999817";"West Africa";"2024-09-27 00:00:00";"Second Class";6;"Delayed"
1139;3;"Advance shipping";0;"Corporate";"Europe";"Charleroi";"Bélgica";"2023-08-10 00:00:00";4;200.0;"63";"Western Europe";"2023-08-13 00:00:00";"Standard Class";3;"On Time"
1140;2;"Shipping canceled";0;"Consumer";"LATAM";"San Justo";"Argentina";"2023-04-15 00:00:00";4;399.9599915;"145.9100037";"South America";"2023-04-17 00:00:00";"First Class";2;"Delayed"
1141;2;"Late delivery";1;"Consumer";"Europe";"Lyon";"Francia";"2023-07-29 00:00:00";1;49.97999954;"20.29000092";"Western Europe";"2023-07-31 00:00:00";"First Class";2;"On Time"
1142;3;"Advance shipping";0;"Corporate";"Europe";"Lucca";"Italia";"2025-08-18 00:00:00";5;499.75;"167.9199982";"Southern Europe";"2025-08-21 00:00:00";"Standard Class";3;"Delayed"
1143;2;"Shipping canceled";0;"Corporate";"USCA";"Redmond";"Estados Unidos";"2024-04-28 00:00:00";1;399.980011;"14.39999962";"West of USA ";"2024-04-30 00:00:00";"Standard Class";2;"Delayed"
1144;2;"Late delivery";1;"Corporate";"USCA";"Chicago";"Estados Unidos";"2024-07-30 00:00:00";1;199.9900055;"48.36000061";"US Center ";"2024-08-01 00:00:00";"First Class";2;"Delayed"
1145;3;"Advance shipping";0;"Consumer";"Europe";"Almelo";"Países Bajos";"2023-06-30 00:00:00";3;150.0;"52.88000107";"Western Europe";"2023-07-03 00:00:00";"Standard Class";3;"Delayed"
1146;2;"Late delivery";1;"Home Office";"LATAM";"Apodaca";"México";"2023-05-25 00:00:00";2;119.9800034;"55.29000092";"Central America";"2023-05-27 00:00:00";"First Class";2;"Delayed"
1147;6;"Late delivery";1;"Consumer";"Europe";"Hamburgo";"Alemania";"2025-08-23 00:00:00";1;249.9900055;"92.25";"Western Europe";"2025-08-29 00:00:00";"Standard Class";6;"Delayed"
1148;2;"Advance shipping";0;"Consumer";"LATAM";"Managua";"Nicaragua";"2025-05-27 00:00:00";2;100.0;"-173.25";"Central America";"2025-05-29 00:00:00";"Standard Class";2;"On Time"
1149;2;"Advance shipping";0;"Consumer";"Africa";"Likasi";"República Democrática del Congo";"2024-08-31 00:00:00";1;199.9900055;"52";"Central Africa";"2024-09-02 00:00:00";"Standard Class";2;"On Time"
1150;2;"Advance shipping";0;"Consumer";"LATAM";"Recife";"Brasil";"2023-02-13 00:00:00";1;299.980011;"55.20000076";"South America";"2023-02-15 00:00:00";"Standard Class";2;"On Time"
1151;2;"Shipping on time";0;"Consumer";"USCA";"Murfreesboro";"Estados Unidos";"2024-07-30 00:00:00";4;239.9600067;"-140.8500061";"South of  USA ";"2024-08-01 00:00:00";"Second Class";2;"Delayed"
1152;6;"Late delivery";1;"Consumer";"Africa";"Kasala";"Sudán";"2024-09-25 00:00:00";2;100.0;"-1.049999952";"North Africa";"2024-10-01 00:00:00";"Standard Class";6;"Delayed"
1153;3;"Late delivery";1;"Home Office";"Europe";"Norderstedt";"Alemania";"2023-09-24 00:00:00";1;129.9900055;"58.65000153";"Western Europe";"2023-09-27 00:00:00";"Second Class";3;"Delayed"
1154;4;"Shipping on time";0;"Corporate";"Pacific Asia";"Kanpur";"India";"2024-02-14 00:00:00";4;199.9199982;"54.75999832";"South Asia";"2024-02-18 00:00:00";"Standard Class";4;"On Time"
1155;4;"Late delivery";1;"Consumer";"Pacific Asia";"Bursa";"Turquía";"2024-09-04 00:00:00";1;399.980011;"72.80999756";"West Asia";"2024-09-08 00:00:00";"Second Class";4;"Delayed"
1156;2;"Advance shipping";0;"Consumer";"Europe";"Paris";"Francia";"2023-06-24 00:00:00";2;99.95999908;"43.68999863";"Western Europe";"2023-06-26 00:00:00";"Standard Class";2;"On Time"
1157;2;"Late delivery";1;"Home Office";"Pacific Asia";"Hanoi";"Vietnam";"2024-03-12 00:00:00";2;99.95999908;"44.5699997";"Southeast Asia";"2024-03-14 00:00:00";"First Class";2;"On Time"
1158;5;"Late delivery";1;"Consumer";"Europe";"Birkenhead";"Reino Unido";"2025-07-17 00:00:00";1;199.9900055;"17.25";"Northern Europe";"2025-07-22 00:00:00";"Second Class";5;"On Time"
1159;1;"Shipping canceled";0;"Corporate";"Pacific Asia";"Brisbane";"Australia";"2026-01-11 00:00:00";1;327.75;"-43.79000092";"Oceania";"2026-01-12 00:00:00";"Same Day";1;"Delayed"
1160;4;"Shipping on time";0;"Consumer";"Pacific Asia";"Perth";"Australia";"2025-12-27 00:00:00";1;461.480011;"134.0599976";"Oceania";"2025-12-31 00:00:00";"Standard Class";4;"On Time"
1161;3;"Late delivery";1;"Consumer";"Europe";"London";"Reino Unido";"2025-09-27 00:00:00";2;99.95999908;"23.73999977";"Northern Europe";"2025-09-30 00:00:00";"Second Class";3;"Delayed"
1162;0;"Shipping canceled";0;"Home Office";"Europe";"Barcelona";"España";"2023-08-18 00:00:00";4;239.9600067;"66.90000153";"Southern Europe";"2023-08-18 00:00:00";"Same Day";0;"On Time"
1163;4;"Shipping on time";0;"Corporate";"Africa";"Yibuti";"Yibuti";"2024-10-16 00:00:00";1;199.9900055;"63";"East Africa";"2024-10-20 00:00:00";"Standard Class";4;"Delayed"
1164;2;"Late delivery";1;"Corporate";"Pacific Asia";"Bangalore";"India";"2026-01-04 00:00:00";1;210.8500061;"56.86999893";"South Asia";"2026-01-06 00:00:00";"First Class";2;"Delayed"
1165;2;"Late delivery";1;"Consumer";"Africa";"Ugep";"Nigeria";"2024-09-16 00:00:00";5;249.8999939;"-203.0899963";"West Africa";"2024-09-18 00:00:00";"First Class";2;"On Time"
1166;2;"Shipping on time";0;"Corporate";"Europe";"Amsterdam";"Países Bajos";"2023-08-17 00:00:00";5;199.9499969;"82.77999878";"Western Europe";"2023-08-19 00:00:00";"Second Class";2;"Delayed"
1167;3;"Advance shipping";0;"Home Office";"Africa";"Lagos";"Nigeria";"2024-11-05 00:00:00";4;200.0;"-14.43000031";"West Africa";"2024-11-08 00:00:00";"Standard Class";3;"On Time"
1168;6;"Late delivery";1;"Consumer";"Africa";"Dar es Salaam";"Tanzania";"2024-12-15 00:00:00";2;99.95999908;"32.54000092";"East Africa";"2024-12-21 00:00:00";"Standard Class";6;"Delayed"
1169;6;"Late delivery";1;"Consumer";"LATAM";"Matagalpa";"Nicaragua";"2025-02-15 00:00:00";1;129.9900055;"46.16999817";"Central America";"2025-02-21 00:00:00";"Standard Class";6;"Delayed"
1170;5;"Late delivery";1;"Corporate";"Africa";"Annaba";"Argelia";"2024-12-28 00:00:00";4;239.9600067;"23.28000069";"North Africa";"2025-01-02 00:00:00";"Standard Class";5;"On Time"
1171;5;"Late delivery";1;"Home Office";"Europe";"Koblenz";"Alemania";"2025-09-12 00:00:00";1;49.97999954;"-17.95999908";"Western Europe";"2025-09-17 00:00:00";"Second Class";5;"Delayed"
1172;6;"Shipping canceled";0;"Consumer";"Pacific Asia";"Yakarta";"Indonesia";"2023-11-19 00:00:00";4;200.0;"26.07999992";"Southeast Asia";"2023-11-25 00:00:00";"Second Class";6;"On Time"
1173;2;"Shipping on time";0;"Corporate";"LATAM";"Managua";"Nicaragua";"2023-02-04 00:00:00";1;299.980011;"98";"Central America";"2023-02-06 00:00:00";"Second Class";2;"On Time"
1174;2;"Shipping on time";0;"Corporate";"Pacific Asia";"Dunedin";"Nueva Zelanda";"2024-03-19 00:00:00";1;299.980011;"132.4700012";"Oceania";"2024-03-21 00:00:00";"Second Class";2;"On Time"
1175;5;"Late delivery";1;"Consumer";"Europe";"Sheffield";"Reino Unido";"2025-09-15 00:00:00";5;250.0;"69.12000275";"Northern Europe";"2025-09-20 00:00:00";"Second Class";5;"Delayed"
1176;2;"Advance shipping";0;"Consumer";"Africa";"Dakar";"Senegal";"2024-12-29 00:00:00";1;50.0;"-38.40000153";"West Africa";"2024-12-31 00:00:00";"Standard Class";2;"On Time"
1177;5;"Late delivery";1;"Home Office";"USCA";"Dublín";"Estados Unidos";"2024-06-11 00:00:00";5;250.0;"57.40000153";"East of USA";"2024-06-16 00:00:00";"Standard Class";5;"Delayed"
1178;3;"Advance shipping";0;"Consumer";"Pacific Asia";"Ho Chi Minh City";"Vietnam";"2025-12-07 00:00:00";1;11.53999996;"1.179999948";"Southeast Asia";"2025-12-10 00:00:00";"Standard Class";3;"On Time"
1179;2;"Advance shipping";0;"Consumer";"USCA";"San Francisco";"Estados Unidos";"2024-08-16 00:00:00";1;199.9900055;"42.63999939";"West of USA ";"2024-08-18 00:00:00";"Standard Class";2;"Delayed"
1180;2;"Late delivery";1;"Corporate";"LATAM";"Panama City";"Panamá";"2025-04-19 00:00:00";1;299.980011;"92.55999756";"Central America";"2025-04-21 00:00:00";"First Class";2;"Delayed"
1181;1;"Late delivery";1;"Corporate";"Pacific Asia";"Mashhad";"Irán";"2024-09-19 00:00:00";5;299.9500122;"92.98000336";"South Asia";"2024-09-20 00:00:00";"Same Day";1;"Delayed"
1182;4;"Late delivery";1;"Consumer";"Europe";"Lublin";"Polonia";"2024-10-09 00:00:00";3;149.9400024;"57.93999863";"Eastern Europe";"2024-10-13 00:00:00";"Second Class";4;"Delayed"
1183;1;"Late delivery";1;"Home Office";"USCA";"Lakewood";"Estados Unidos";"2024-08-02 00:00:00";3;299.9700012;"139.6699982";"East of USA";"2024-08-03 00:00:00";"Same Day";1;"Delayed"
1184;5;"Late delivery";1;"Consumer";"Europe";"Sterlitamak";"Rusia";"2024-12-25 00:00:00";2;119.9800034;"21.92000008";"Eastern Europe";"2024-12-30 00:00:00";"Second Class";5;"Delayed"
1185;4;"Shipping on time";0;"Consumer";"LATAM";"Holguín";"Cuba";"2023-01-23 00:00:00";5;249.8999939;"110.9899979";"Caribbean";"2023-01-27 00:00:00";"Standard Class";4;"On Time"
1186;0;"Shipping on time";0;"Corporate";"Europe";"Sindelfingen";"Alemania";"2025-09-23 00:00:00";1;99.98999786;"10.85000038";"Western Europe";"2025-09-23 00:00:00";"Same Day";0;"On Time"
1187;3;"Late delivery";1;"Home Office";"USCA";"Suffolk";"Estados Unidos";"2024-04-27 00:00:00";1;129.9900055;"56.81000137";"South of  USA ";"2024-04-30 00:00:00";"Second Class";3;"Delayed"
1188;2;"Late delivery";1;"Consumer";"LATAM";"Tegucigalpa";"Honduras";"2023-01-30 00:00:00";1;49.97999954;"4.690000057";"Central America";"2023-02-01 00:00:00";"First Class";2;"Delayed"
1189;2;"Advance shipping";0;"Home Office";"Europe";"Drammen";"Noruega";"2025-07-17 00:00:00";3;179.9700012;"-134.9199982";"Northern Europe";"2025-07-19 00:00:00";"Standard Class";2;"On Time"
1190;6;"Late delivery";1;"Consumer";"LATAM";"San José de las Lajas";"Cuba";"2023-02-25 00:00:00";1;47.99000168;"0.569999993";"Caribbean";"2023-03-03 00:00:00";"Standard Class";6;"On Time"
1191;5;"Late delivery";1;"Consumer";"USCA";"San Francisco";"Estados Unidos";"2024-04-07 00:00:00";1;199.9900055;"46.79999924";"West of USA ";"2024-04-12 00:00:00";"Second Class";5;"On Time"
1192;4;"Shipping on time";0;"Consumer";"Pacific Asia";"Teherán";"Irán";"2025-01-10 00:00:00";1;129.9900055;"19.96999931";"South Asia";"2025-01-14 00:00:00";"Standard Class";4;"Delayed"
1193;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Bangkok";"Tailandia";"2024-03-09 00:00:00";1;129.9900055;"-2.960000038";"Southeast Asia";"2024-03-11 00:00:00";"Standard Class";2;"On Time"
1194;3;"Advance shipping";0;"Consumer";"LATAM";"San Francisco de Macorís";"República Dominicana";"2023-04-13 00:00:00";4;159.9600067;"73.58000183";"Caribbean";"2023-04-16 00:00:00";"Standard Class";3;"On Time"
1195;3;"Advance shipping";0;"Consumer";"Pacific Asia";"Medan";"Indonesia";"2023-12-27 00:00:00";1;54.97000122;"24.53000069";"Southeast Asia";"2023-12-30 00:00:00";"Standard Class";3;"Delayed"
1196;6;"Late delivery";1;"Corporate";"USCA";"New York City";"Estados Unidos";"2024-07-02 00:00:00";1;199.9900055;"-6.840000153";"East of USA";"2024-07-08 00:00:00";"Standard Class";6;"On Time"
1197;6;"Late delivery";1;"Consumer";"Europe";"Gagny";"Francia";"2023-07-07 00:00:00";1;399.980011;"-633.5700073";"Western Europe";"2023-07-13 00:00:00";"Second Class";6;"Delayed"
